set4_id,DataVizRoles_collapsed,YearsDataVizExperience_buckets,ToolsFreq_,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,ToolsFreq_ArcGIS_encoded,ToolsFreq_Canva_encoded,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL
Eejl,Academic,6-10,14,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Rarely,Often,Never,Never,Never,Rarely,Never,Often,Never,Never,Often,Sometimes,Sometimes,Never,Often,Sometimes,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau; Python; Excel,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
yHel,EmployeeAND,6-10,5,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],Often,Often,[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Everviz,"Excel, Power BI",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
NYVX,Employee,1-5,5,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],Often,[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Power BI,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
elna,OtherCombo,1-5,13,Never,Never,Never,Never,Sometimes,Never,Never,Often,Never,Rarely,Rarely,Often,Rarely,Often,Never,Never,Never,Never,Rarely,Never,Often,Rarely,Never,Never,Rarely,Never,Often,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Khartis,"Raw graph, Illustrator, Khartis",0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
hkaf,Academic,1-5,10,Never,Never,Never,Never,Never,Never,Never,Rarely,Often,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Often,Rarely,Never,Never,Rarely,Rarely,Never,Never,Often,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Inkscape,[^not answered],0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
Zbfv,Academic,6-10,10,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Often,Rarely,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,[^not answered],"matplotlib, illustrator, pen and paper",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
wWCL,Academic,11-15,9,Rarely,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Often,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],"Power BI, Mapbox",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Vudo,Academic,16-20,18,Sometimes,Never,Never,Rarely,Never,Sometimes,Never,Never,Often,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Often,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Often,Sometimes,Never,Often,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],R; Python,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
EoPl,Academic,1-5,6,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Sometimes,Never,Sometimes,Often,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,SQL,[^not answered],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
AHyK,Academic,6-10,21,Never,Rarely,Never,Often,Sometimes,Never,Often,Often,Never,Never,Never,Often,Never,Often,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Often,Often,Never,Never,Never,Rarely,Often,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,[^not answered],Pen and paper; photography,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
AjAH,Employee,6-10,8,[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Rarely,Often,[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not answered],0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tUJV,EmployeeANDFreelanceAND,1-5,8,Never,Rarely,Never,Never,[^not chosen],Sometimes,Rarely,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,IBM Cognos Analytics,Tableau,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
OAMM,Academic,6-10,5,Never,Sometimes,Never,Never,[^not chosen],Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],[^not answered],0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AtAN,Employee,6-10,12,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,[^not chosen],Often,Never,Rarely,Often,Rarely,Never,Rarely,Rarely,Never,Never,Never,Often,Never,Never,Never,Altair (Python Library); Blender,Altair (Python Library); Plotly; Blender,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
SgGg,Hobbyist,1-5,12,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,Often,Often,[^not chosen],Sometimes,[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],Often,Sometimes,[^not chosen],[^not chosen],Sometimes,Rarely,Often,[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],"Flourish, Figma, Gephi",0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
CXKm,EmployeeAND,6-10,11,Never,Never,Never,Never,Never,Often,Often,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,Rarely,Never,Sometimes,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Often,Never,Never,Sometimes,Never,[^not answered],Tableau; Figma,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
bKNL,Academic,6-10,7,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,Often,Often,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],[^not answered],0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tbrv,Academic,6-10,20,Never,Often,Never,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Rarely,Never,Often,Never,Never,Sometimes,Never,[^not answered],Tableau; Matplotlib; Infogram,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0
giII,Academic,16-20,14,Never,Never,Never,Sometimes,Never,Sometimes,Often,Sometimes,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Often,Never,Often,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,[^not answered],"Figma, Observable",0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
Evce,Employee,6-10,7,Never,Rarely,Never,Never,Never,Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Often,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau; Excel; Powerpoint,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DIcX,Employee,1-5,25,Rarely,Never,Never,Often,Sometimes,Often,Often,Sometimes,Sometimes,Never,Never,Often,Never,Often,Never,Never,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Never,Sometimes,Often,Rarely,Never,Rarely,Never,Rarely,Rarely,Sometimes,Never,Rarely,Never,Rarely,[^not answered],[^not answered],1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1
eOfz,EmployeeANDFreelance,6-10,7,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Microsoft Word,Excel; Google Sheets; Word,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QOuq,Employee,Less than 1 year,7,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Sometimes,Never,Sometimes,Often,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],"Tableau, Power BI & Domo",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
WMkb,Employee,6-10,28,Rarely,Never,Never,Sometimes,Rarely,Often,Sometimes,Often,Rarely,Never,Never,Never,Rarely,Often,Rarely,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Often,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,[^not answered],Flourish;Illustrator,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
gFbj,Employee,1-5,19,Never,Never,Often,Often,Rarely,Often,Often,Never,Sometimes,Never,Never,Often,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Never,Often,Never,Rarely,Often,Never,Never,Never,Rarely,Rarely,JavaScript,D3.js;Observable,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
zuSi,Employee,6-10,28,Never,Often,Rarely,Sometimes,Rarely,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,[^not answered],[^not answered],0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
Yspp,Employee,6-10,12,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,[^not chosen],Sometimes,[^not chosen],Sometimes,Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,Sometimes,Sometimes,Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],no,Plotly; Mapbox,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
jQJK,Employee,16-20,6,Never,Sometimes,Never,Never,Never,Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
XATY,Hobbyist,1-5,15,Often,Rarely,Rarely,Never,Rarely,Often,Never,Rarely,Often,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Often,Never,Never,Sometimes,Often,Never,Sometimes,Never,Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,[^not answered],[^not answered],1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
ISBa,Passive income,6-10,12,Never,Rarely,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Often,Often,Never,Never,Never,Often,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Often,Rarely,Never,Never,Never,Never,Never,Never,Never,[^not answered],"R, Slides, Observable",0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
bCIu,Employee,6-10,9,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Often,Rarely,Never,Never,Never,Rarely,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
WwzK,Employee,6-10,5,Sometimes,Rarely,Never,Never,Often,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Infogram,"Infogram, Datawrapper, Flourish",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lyKY,FreelanceAND,6-10,7,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Tableau; Power BI; Python,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
TGQH,Employee,6-10,14,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Often,Rarely,Rarely,Often,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Never,[^not answered],[^not answered],1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
jqzZ,Employee,1-5,13,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Never,Often,Never,Often,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,Carto; ai2html,Illustrator; QGIS; ai2html,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
FbcC,Employee,11-15,7,Never,Often,Never,Never,Never,Often,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,[^not chosen],Rarely,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],Canva; Excel; Powerpoint,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
jFjJ,Employee,6-10,9,Never,Often,Sometimes,Never,Sometimes,Never,Often,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Often,Rarely,Never,Never,Never,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Color Oracle; Chroma.js,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
xGpY,Employee,1-5,4,[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],Often,Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],excel,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuYN,EmployeeAND,1-5,6,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,99% of the time I just use Excel,"Excel, PowerPoint, Canva",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
oQya,Employee,1-5,5,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau; Excel; PowerPoint,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GUMa,Employee,1-5,10,Never,Never,Rarely,Never,Never,Often,Never,Never,Never,Never,Rarely,Often,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,Rarely,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,[^not answered],Excel; Tableau,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
Xpsz,Employee,1-5,4,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],Excel; tableau,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
VVjH,Hobbyist,11-15,5,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],[^not answered],0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MwEz,Employee,1-5,10,Never,Sometimes,Never,Never,Rarely,Often,Often,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau; Figma; Pan&Paper,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
IROP,Employee,6-10,5,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],Often,Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Salesforce; Excel Power Query,Tableau; Salesforce,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
UTvc,Employee,1-5,2,Never,Never,[^not chosen],Never,Often,Often,[^not chosen],Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],Datawrapper; Excel,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iqCP,Employee,1-5,22,Never,Rarely,Never,Sometimes,Sometimes,Sometimes,Often,Often,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Often,Sometimes,Never,Often,Often,Sometimes,Never,Often,Often,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Rarely,Never,[^not answered],pen; paper; Flourish,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0
MUwb,Employee,1-5,8,Never,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Often,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],PowerBI;D3js,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
fvUc,Employee,6-10,4,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not chosen],Often,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],Excel; Power BI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESN,Employee,1-5,12,Never,Sometimes,Never,Never,Rarely,Often,Rarely,Sometimes,Often,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Often,Rarely,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],R; Excel,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
